Feature,Gain,Cover,Frequency
prop_jornalero,0.002458209250065417,0.010125319896070236,0.00380677343134681
educ_superior_jefe,0.002422909669188265,0.0019231800119693537,0.0023628248884221582
prop_adultos_may_p,0.0023022931244542854,0.004502860229725293,0.006650914500743853
alguno_agropec,0.0021299122843184163,0.01186278397504281,0.0022315568390653714
ratio_depend,0.0020848819974074026,0.01163087450245463,0.014833289577316881
alguno_subsidio,0.002030513510673926,0.0032427969909015085,0.005381990023628249
prop_afil_salud,0.0019099195196963779,0.007973941781563215,0.0104139319156384
n_inactivos,0.001830991527281777,0.00585035034769328,0.00980134768530673
dep_empleo_formal,0.0018242702717002973,0.002131437564042105,0.0024940929377789446
vivienda_propia_pag,0.001781655716459802,0.0020347323207436942,0.0031066771681106152
n_desempleados,0.0017623345863954306,0.003075330121135518,0.005775794171698608
vulnerabilidad_lab,0.0016889320281414791,0.005525545288838004,0.006738426533648377
n_ocupados,0.0015988459485006602,0.0037723031008430686,0.0058195501881508705
mujer_jefa,0.0014706953863762179,0.003914421685093707,0.005644526122341822
eje_cafetero,0.0014531954426230404,0.007075958756147692,0.0046818937603920535
num_cuartos_dorm,0.0014328717921811786,0.005609688212159626,0.006519646451387065
brecha_educ,0.0013728861211889007,0.004233304648495294,0.009276275487879583
alguno_remesas,0.0011640574660002946,0.008847561830154305,0.0021878008226131093
hogar_monoparental,0.0010361801467679032,0.0037017259758667462,0.003763017414894548
prop_domestico,0.0010070883987865617,0.011057235587026603,0.00420057757941717
rural_costa_caribe,8.878507623809855e-4,0.003221706263261746,0.002756629036492518
costa_caribe,8.483149720170874e-4,0.002681595158813441,0.005381990023628249
n_adultos_may,7.05048905948969e-4,0.0016000443684579737,0.002056532773256323
prop_sub_alim,5.903667150537602e-4,0.008672161274320094,0.001443948542924652
multi_privado,5.072129044119208e-4,6.281272786728147e-4,0.0017064846416382253
tenencia_insegura,5.018711475713168e-4,3.8681115668997684e-4,0.0016627286251859631
antiguedad_alta,4.463054519477012e-4,0.0015104555415685578,0.0031504331845628774
un_solo_ocupado,4.176555391397961e-4,0.0013307797459577448,0.001881508707447274
privado_severo,3.3400315468595917e-4,0.0018773288915368781,0.001443948542924652
doble_ingreso,2.4275388867370113e-4,3.319317490584808e-4,0.0010939004113065547
bogota,2.3576253414658404e-4,0.0011313539985805183,0.0017064846416382253
educ_media_o_mas,2.300401236249567e-4,5.688006595343492e-4,0.0016627286251859631
dep_educacion,1.4635210777843335e-4,2.593050173804504e-4,0.001443948542924652
alguno_pension_jub,1.3241074235755243e-4,0.00241729976021853,5.688282138794084e-4
dep_dependencia,1.170215010513801e-4,2.0940433005455745e-4,0.0010939004113065547
alguno_cesantias,8.984541275691169e-5,3.1563242027471254e-4,8.313643125929816e-4
proteccion_social,7.387441590159003e-5,7.90140562389882e-4,2.6253609871357313e-4
sin_ocupados,7.172751378989427e-5,1.872758577415616e-4,3.062921151658353e-4
dep_proteccion,3.157313720882655e-5,9.289211085896688e-4,2.1878008226131092e-4
dep_vivienda,1.1201253758078622e-5,9.204804206851886e-6,1.3126804935678657e-4
alguno_intereses,6.78632364849365e-6,1.1278616249712573e-4,8.751203290452437e-5
