technique,F1_mean,F1_sd,th_mean
class_weights,0.6853861814035533,0.0026800337609921444,0.6140000000000001
upsample,0.6851702635132175,0.0030578574813811834,0.6140000000000001
downsample,0.684327624973956,0.0028124114819784276,0.6240000000000001
smote,0.6759148976193783,0.00364956338767035,0.5900000000000001
baseline,0.673514556772351,0.0020000624217938593,0.36
