Feature,Gain,Cover,Frequency
alguno_remesas,0.0010015758737029958,0.009130206210269446,0.001651073197578426
costa_caribe,9.749686959330704e-4,0.0016079691556205034,0.004661853734339085
prop_domestico,9.325572189683768e-4,0.008341432426663851,0.0029784065524944155
hogar_monoparental,8.667581665401171e-4,0.002270140757526224,0.00310790248955939
n_adultos_may,6.90730864985707e-4,0.0016939702058183658,0.002201430930104568
un_solo_ocupado,6.833569135541195e-4,8.654956909119738e-4,0.00275178866263071
rural_costa_caribe,6.373462275265811e-4,0.004226489701880067,0.0013273333549159896
alguno_pension_jub,5.668942638935421e-4,0.0034540188521779637,6.151057010586292e-4
prop_sub_alim,5.665306852823143e-4,0.008295862134844427,0.0011330894493185276
doble_ingreso,4.759133056890326e-4,0.0014095573243167168,0.0017481951503771568
educ_superior_jefe,3.1437442000228097e-4,5.85438425650107e-4,9.388455437210658e-4
dep_educacion,3.019438170630793e-4,1.4858459628397784e-4,0.0012625853863835021
privado_severo,2.2140576629678767e-4,0.0016435267071106526,8.740975751885784e-4
dep_proteccion,2.1862415246689062e-4,6.74711738822107e-5,1.6186992133121825e-4
educ_media_o_mas,2.175963419442183e-4,2.0324781439812995e-4,0.0011978374178510148
bogota,1.9541768134546594e-4,9.616811934477457e-4,9.388455437210658e-4
alguno_cesantias,1.6036086267454973e-4,0.0012814034864088743,5.827317167923856e-4
dep_dependencia,1.1999488071186494e-4,5.740276661732187e-4,7.122276538573602e-4
proteccion_social,1.0826071438337526e-4,0.0017833907684532597,3.237398426624365e-4
sin_ocupados,3.284392715826033e-5,3.838117988292628e-5,1.9424390559746188e-4
alguno_intereses,1.6919893494476403e-5,1.4767868712861943e-4,1.2949593706497459e-4
dep_vivienda,9.878014494890478e-6,5.42362602213407e-5,6.474796853248729e-5
