Feature,Gain,Cover,Frequency
prop_sub_alim,5.035639853998209e-4,0.005787760593851166,0.001076757421935087
un_solo_ocupado,4.6973844907177454e-4,0.001444470544524735,0.002076603599446239
antiguedad_alta,4.037973786420755e-4,0.0013082773265314133,0.0020381479772342715
log_n_menores,3.7828071656370165e-4,0.0012334340654863935,0.0013844023996308261
bogota,3.4783598189590183e-4,0.001535765183453946,0.0020381479772342715
privado_severo,1.632397302397003e-4,0.001297742331176401,8.460236886632825e-4
doble_ingreso,1.6301123980766788e-4,7.842391655783408e-4,6.537455776034456e-4
alguno_cesantias,1.5112248157651126e-4,0.0010686773439680531,0.001192124288570989
alguno_pension_jub,1.4632407420882325e-4,0.0022618137041716144,6.152899553914783e-4
educ_media_o_mas,1.2486056935816543e-4,1.3473146492031513e-4,7.306568220273804e-4
proteccion_social,1.0530947010202072e-4,3.49288600971268e-4,3.0764497769573913e-4
dep_dependencia,9.355743431722614e-5,9.711019672335776e-5,0.00038455622211967387
dep_educacion,8.77541154646799e-5,7.14982763751385e-5,7.691124442393477e-4
dep_proteccion,7.786526519370814e-5,5.621623046308283e-4,2.3073373327180433e-4
alguno_intereses,7.023165242752661e-5,0.0010719479068847825,7.691124442393477e-4
sin_ocupados,1.712557838149763e-5,8.498960905899933e-6,1.1536686663590217e-4
dep_vivienda,1.3154251568460663e-5,1.3953216911193497e-5,1.5382248884786957e-4
